Family,Genus,Sp1,TaxStat,Accepted,Ecology
Acrobolbaceae,Acrobolbus,sp.,Genus level,,
Myrtaceae,Eugenia,zeyheri,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,mirabilis,Accepted,,Indigenous; Endemic
Zygophyllaceae,Tribulus,zeyheri,Inclusive,,Indigenous
Iridaceae,Dierama,erectum,Accepted,,Indigenous; Endemic
Asteraceae,Helichrysum,alsinoides,Accepted,,Indigenous
Euphorbiaceae,Acalypha,indica,Accepted,,Indigenous
Lobeliaceae,Lobelia,caerulea,Accepted,,Indigenous
Asphodelaceae,Bulbine,dubia,Synonym,Bulbine favosa (Thunb.) Schult. & Schult.f.,Indigenous
Euphorbiaceae,Euphorbia,zambesiana,Accepted,,Indigenous
Hyacinthaceae,Lachenalia,reflexa,Accepted,,Indigenous; Endemic
Poaceae,Aristida,vestita,Accepted,,Indigenous
Bryaceae,Rosulabryum,capillare,Accepted,,Indigenous
Acanthaceae,Rhinacanthus,gracilis,Accepted,,Indigenous; Endemic
Asteraceae,Metalasia,seriphiifolia,Accepted,,Indigenous; Endemic
Aizoaceae,Mesembryanthemum,chrysophthalmum,Accepted,,Indigenous; Endemic
Aizoaceae,Sphalmanthus,spinuliferus,Synonym,Mesembryanthemum spinuliferum Haw.,Indigenous
Asteraceae,Myrovernix,longifolius,Accepted,,Indigenous; Endemic
Poaceae,Rhytachne,latifolia,Accepted,,Indigenous
Asteraceae,Berkheya,bergiana,Accepted,,Indigenous; Endemic
Ericaceae,Simocheilus,depressus,Synonym,Erica glabella Thunb. subsp. glabella,Indigenous
Fabaceae,Indigofera,swaziensis,Inclusive,,Indigenous
Aizoaceae,Conophytum,obtusum,Synonym,Conophytum bilobum (Marloth) N.E.Br. subsp. bilobum   var. bilobum,Present
Cactaceae,Myrtillocactus,geometrizans,Accepted,,Not indigenous; Naturalised; Invasive
Hyacinthaceae,Urginea,rigidifolia,Synonym,Drimia sclerophylla J.C.Manning & Goldblatt,Indigenous
Aizoaceae,Platythyra,haeckeliana,Synonym,Mesembryanthemum haeckelianum A.Berger,Indigenous
Amaranthaceae,Maireana,brevifolia,Accepted,,Not indigenous; Naturalised; Invasive
Ericaceae,Erica,adaequata,Accepted,,Indigenous
Asphodelaceae,Gasteria,multiplex,Synonym,Gasteria bicolor Haw. var. bicolor,Present
Bruniaceae,Brunia,pentandra,Accepted,,Indigenous; Endemic
Poaceae,Sporobolus,congoensis,Accepted,,Indigenous
Phyllanthaceae,Phyllanthus,fraternus,Accepted,,Not indigenous; Naturalised
Asteraceae,Othonna,wrinkleana,Accepted,,Indigenous; Endemic
Fabaceae,Indigofera,cuneifolia,Inclusive,,Indigenous
Asteraceae,Gamochaeta,pensylvanica,Accepted,,Not indigenous; Naturalised
Asteraceae,Oocephala,staehelinoides,Accepted,,Indigenous; Endemic
Poaceae,Sporobolus,consimilis,Accepted,,Indigenous
Asteraceae,Brachymeris,bolusii,Synonym,Phymaspermum athanasioides (S.Moore) Kallersjo,Indigenous
Fabaceae,Dumasia,sp.,Genus level,,
Rutaceae,Agathosma,marifolia,Accepted,,Indigenous; Endemic
Scrophulariaceae,Sutera,stenopetala,Synonym,Jamesbrittenia incisa (Thunb.) Hilliard,Present
Malvaceae,Hermannia,odorata,Accepted,,Indigenous; Endemic
Apocynaceae,Carissa,cordata,Synonym,Carissa bispinosa (L.) Desf. ex Brenan,
Bryaceae,Bryum,andicola,Accepted,,Indigenous
Campanulaceae,Wahlenbergia,tenella,Accepted,,Indigenous; Endemic
Cyperaceae,Scirpus,dioecus,Synonym,Afroscirpoides dioeca (Kunth) Garcia-Madr.,Indigenous
Aizoaceae,Mesembryanthemum,binum,Synonym,Braunsia bina (N.E.Br.) Schwantes,Indigenous
Asteraceae,Felicia,bellidioides,Inclusive,,Indigenous
Hyacinthaceae,Austronea,marginata,Synonym,Drimia marginata (Thunb.) Jessop,Indigenous
Cyperaceae,Scleria,nutans,Synonym,Scleria distans Poir.,Present
Solanaceae,Solanum,capense,Synonym,Solanum sodomaeodes Kuntze,Indigenous
Apiaceae,Anthriscus,sylvestris,Accepted,,Not indigenous; Naturalised
Iridaceae,Geissorhiza,ovata,Accepted,,Indigenous; Endemic
Crassulaceae,Crassula,albiflora,Synonym,Crassula undulata Haw.,Indigenous
Cyperaceae,Mariscus,rehmannianus,Synonym,Cyperus decurvatus (C.B.Clarke) C.Archer & Goetgh.,
Commelinaceae,Aneilema,dregeanum,Accepted,,Indigenous
Scrophulariaceae,Polycarena,sordida,Synonym,Manulea augei (Hiern) Hilliard,Present
Fabaceae,Pseudarthria,hookeri,Inclusive,,Indigenous
Fabaceae,Aspalathus,puberula,Accepted,,Indigenous; Endemic
Zamiaceae,Encephalartos,trispinosus,Accepted,,Indigenous; Endemic
Asteraceae,Euryops,zeyheri,Accepted,,Indigenous; Endemic
Commelinaceae,Cyanotis,pachyrrhiza,Accepted,,Indigenous; Endemic
Fabaceae,Tephrosia,macropoda,Inclusive,,Indigenous
Fabaceae,Pearsonia,bracteata,Accepted,,Indigenous; Endemic
Jamesoniellaceae,Jamesoniella,rehmannii,Synonym,Jamesoniella purpurascens Steph.,Indigenous
Fabaceae,Aspalathus,cliffortiifolia,Accepted,,Indigenous; Endemic
Fabaceae,Galega,pinnata,Synonym,Rhynchosia ferulifolia (C.Presl) Benth. ex Harv.,Indigenous
Rosaceae,Cliffortia,grandifolia,Accepted,,Indigenous; Endemic
Hyacinthaceae,Drimia,villosa,Synonym,Drimia elata Jacq. ex Willd.,Indigenous
Lejeuneaceae,Dicranolejeunea,madagascariensis,Synonym,Acanthocoleus madagascariensis (Steph.) Kruijt,Indigenous
Asparagaceae,Protasparagus,exuvialis,Synonym,Asparagus exuvialis Burch. forma ecklonii (Baker) Fellingham & N.L.Mey.,Present
Rubiaceae,Vangueria,floribunda,Synonym,Vangueria madagascariensis J.F.Gmel.,
Hypnaceae,Hypnum,pseudovelutinum,Synonym,Brachythecium pseudovelutinum (Hampe ex Mull.Hal.) A.Jaeger,
Asteraceae,Senecio,variifolius,Accepted,,Indigenous; Endemic
Proteaceae,Leucadendron,sericocephalum,Synonym,Leucadendron pubescens R.Br.,Indigenous
Poaceae,Hyparrhenia,dregeana,Accepted,,Indigenous
Apocynaceae,Ceropegia,circinata,Accepted,,Indigenous
Boraginaceae,Ehretia,obtusifolia,Accepted,,Indigenous
Aytoniaceae,Asterella,bachmannii,Accepted,,Indigenous
Cyperaceae,Scleria,poiformis,Accepted,,Indigenous
Malvaceae,Grewia,occidentalis,Inclusive,,Indigenous
Scrophulariaceae,Gosela,eckloniana,Accepted,,Indigenous; Endemic
Aizoaceae,Conophytum,bicarinatum,Accepted,,Indigenous; Endemic
Proteaceae,Protea,echinulata,Synonym,Protea restionifolia (Salisb. ex Knight) Rycroft,Indigenous
Restionaceae,Anthochortus,ecklonii,Accepted,,Indigenous; Endemic
Limeaceae,Limeum,aethiopicum,Synonym,Limeum aethiopicum Burm.f. var. intermedium Friedrich,Indigenous
Asphodelaceae,Haworthia,obtusa,Synonym,Haworthia cooperi Baker var. pilifera (Baker) M.B.Bayer,Indigenous
Asteraceae,Gerbera,asplenifolia,Synonym,Gerbera serrata (Thunb.) Druce,Indigenous
Asphodelaceae,Haworthia,tisleyi,Synonym,Haworthiopsis attenuata (Haw.) G.D.Rowley var. attenuata,Indigenous
Poaceae,Digitaria,monodactyla,Accepted,,Indigenous
Cyperaceae,Cyperus,pseudoleptocladus,Synonym,Cyperus glaucophyllus Boeckeler,Indigenous
Commelinaceae,Cyanotis,robusta,Accepted,,Indigenous; Endemic
Lejeuneaceae,Diplasiolejeunea,kraussiana,Accepted,,Indigenous
Urticaceae,Urtica,dioica,Accepted,,Not indigenous; Naturalised; Invasive
Zygophyllaceae,Zygophyllum,retrofractum,Synonym,Tetraena retrofracta (Thunb.) Beier & Thulin,Indigenous
Crassulaceae,Tylecodon,fragilis,Accepted,,Indigenous; Endemic
Malvaceae,Hibiscus,vitifolius,Inclusive,,Indigenous
Apocynaceae,Aspidoglossum,virgatum,Accepted,,Indigenous; Endemic
Ericaceae,Erica,collina,Accepted,,Indigenous; Endemic
Capparaceae,Thilachium,africanum,Accepted,,Indigenous
Rubiaceae,Canthium,gilfillanii,Synonym,Afrocanthium gilfillanii (N.E.Br.) Lantz,Indigenous
Cephaloziaceae,Alobiellopsis,sp.,Genus level,,
Fabaceae,Acacia,fleckii,Synonym,Senegalia fleckii (Schinz) Boatwr.,Indigenous
Orthotrichaceae,Zygodon,menziesii,Synonym,Codonoblepharon menziesii Schwagr.,Indigenous
Haloragaceae,Myriophyllum,spicatum,Accepted,,Not indigenous; Cultivated; Naturalised; Invasive
Orchidaceae,Pachites,sp.,Genus level,,
Fabaceae,Spartium,sp.,Genus level,,
Scrophulariaceae,Diascia,integrifolia,Synonym,Vincetoxicum lycioides (E.Mey.) Kuntze,Indigenous
Apocynaceae,Quaqua,parviflora,Accepted,,Indigenous; Endemic
Asphodelaceae,Gasteria,nigricans,Synonym,Gasteria disticha (L.) Haw. var. disticha,Present
Zamiaceae,Encephalartos,senticosus,Accepted,,Indigenous
Caryophyllaceae,Silene,aethiopica,Inclusive,,Indigenous; Endemic
Lobeliaceae,Rapuntium,pedunculare,Synonym,Lobelia neglecta Schult.,Indigenous
Fabaceae,Lotononis,solitudinis,Synonym,Listia solitudinis (Dummer) B.-E.van Wyk & Boatwr.,Indigenous; Endemic
Menispermaceae,Tiliacora,funifera,Accepted,,Indigenous
Asphodelaceae,Aloe,arachnoides,Synonym,Haworthia herbacea (Mill.) Stearn var. herbacea,Indigenous
Asteraceae,Hyoseris,rhagadioloides,Synonym,Hedypnois rhagadioloides (L.) F.W.Schmidt,Not indigenous; Naturalised
Iridaceae,Moraea,polyanthos,Accepted,,Indigenous; Endemic
Asteraceae,Dolichothrix,ericoides,Accepted,,Indigenous; Endemic
Cyperaceae,Cyperus,sexangularis,Accepted,,Indigenous
Aizoaceae,Conophytum,minutum,Inclusive,,Indigenous; Endemic
Juncaceae,Juncus,rupestris,Accepted,,Indigenous
Fabaceae,Aspalathus,biflora,Accepted,,Indigenous; Endemic
Apiaceae,Cynorhiza,sp.,Genus level,,
Hyacinthaceae,Ornithogalum,campanulatum,Accepted,,Indigenous; Endemic
Hyacinthaceae,Drimia,multisetosa,Accepted,,Indigenous
Dicranaceae,Leucoloma,entabeniense,Accepted,,Indigenous; Endemic
Brachytheciaceae,Rhynchostegiella,zeyheri,Synonym,Eurhynchiella zeyheri (Spreng. ex Mull.Hal.) M.Fleisch.,Indigenous
Asteraceae,Vernonia,vernonella,Synonym,Vernonella africana Sond.,Indigenous
Hyacinthaceae,Drimia,macrocarpa,Synonym,Drimia pauciflora Baker,
Proteaceae,Leucospermum,rodolentum,Accepted,,Indigenous; Endemic
Iridaceae,Ixia,maculata,Synonym,Ixia abbreviata Houtt.,Indigenous
Aizoaceae,Lapidaria,sp.,Genus level,,
Asteraceae,Berkheya,pinnatifida,Accepted,,Indigenous; Endemic
Aizoaceae,Psilocaulon,absimile,Synonym,Mesembryanthemum coriarium Burch. ex N.E.Br.,Present
Apocynaceae,Mondia,whitei,Accepted,,Indigenous
Bruniaceae,Thamnea,matroosbergensis,Accepted,,Indigenous; Endemic
Fabaceae,Indigofera,buchananii,Accepted,,Indigenous
Aizoaceae,Drosanthemum,maculatum,Accepted,,Indigenous; Endemic
Poaceae,Schmidtia,pappophoroides,Accepted,,Indigenous
Penaeaceae,Stylapterus,ericoides,Accepted,,Indigenous; Endemic
Asteraceae,Leysera,longipes,Synonym,Oedera longipes (K.Bremer) N.G.Bergh,Indigenous
Fabaceae,Psoralea,monophylla,Accepted,,Indigenous; Endemic
Celastraceae,Maytenus,lucida,Accepted,,Indigenous; Endemic
Asteraceae,Eriocephalus,ericoides,Accepted,,Indigenous
Asteraceae,Euryops,dentatus,Accepted,,Indigenous; Endemic
Velloziaceae,Vellozia,elegans,Synonym,Xerophyta elegans (Balf.) Baker,
Orobanchaceae,Buchnera,glabrata,Synonym,Buchnera simplex (Thunb.) Druce,Indigenous
Hypoxidaceae,Pauridia,minuta,Accepted,,Indigenous; Endemic
Iridaceae,Ixia,ochroleuca,Synonym,Ixia abbreviata Houtt.,Indigenous
Molluginaceae,Glinus,oppositifolius,Accepted,,Indigenous
Rubiaceae,Afrocanthium,mundianum,Accepted,,Indigenous
Crassulaceae,Cotyledon,pseudogracilis,Synonym,Cotyledon papillaris L.f.,
Salicaceae,Salix,caprea,Accepted,,Not indigenous; Naturalised; Invasive
Poaceae,Bromus,hordeaceus,Accepted,,Not indigenous; Naturalised; Invasive
Hyacinthaceae,Albuca,riebeekkasteelberganula,Accepted,,Indigenous; Endemic
Ruscaceae,Eriospermum,exigium,Accepted,,Indigenous; Endemic
Iridaceae,Moraea,virgata,Accepted,,Indigenous; Endemic
Celastraceae,Maytenus,monococca,Accepted,,Indigenous; Endemic
Malvaceae,Grewia,subspathulata,Accepted,,Indigenous
Sapotaceae,Inhambanella,henriquesii,Accepted,,Indigenous
Apocynaceae,Riocreuxia,aberrans,Accepted,,Indigenous; Endemic
Scrophulariaceae,Zaluzianskya,sanorum,Accepted,,Indigenous; Endemic
Celastraceae,Prionostemma,delagoensis,Synonym,Pristimera delagoensis (Loes.) R.H.Archer,Indigenous
Ericaceae,Erica,hendricksei,Accepted,,Indigenous; Endemic
Colchicaceae,Androcymbium,villosum,Synonym,Colchicum villosum (U.Mull.-Doblies & D.Mull.-Doblies) J.C.Manning & Vinn.,Indigenous; Endemic
Asteraceae,Hirpicium,sp.,Genus level,,
Poaceae,Pentaschistis,basutorum,Synonym,Pentameris basutorum (Stapf) Galley & H.P.Linder,Indigenous
Colchicaceae,Androcymbium,stirtonii,Synonym,Colchicum stirtonii (U.Mull.-Doblies & D.Mull.-Doblies) J.C.Manning & Vinn.,Indigenous; Endemic
Asphodelaceae,Haworthia,tenera,Synonym,Haworthia cooperi Baker var. doldii M.B.Bayer,Indigenous
Grimmiaceae,Schistidium,apocarpum,Accepted,,Indigenous
Acanthaceae,Justicia,leucoderme,Accepted,,Indigenous
Ericaceae,Erica,lepidota,Accepted,,Indigenous; Endemic
Ericaceae,Erica,aghillana,Accepted,,Indigenous; Endemic
Rosaceae,Cliffortia,nitidula,Accepted,,Indigenous
Proteaceae,Leucadendron,ericifolium,Accepted,,Indigenous; Endemic
Andreaeaceae,Andreaea,alpina,Accepted,,Indigenous
Lythraceae,Lythrum,hyssopifolia,Accepted,,Not indigenous; Naturalised; Invasive
Asteraceae,Kleinia,ficoides,Synonym,Curio ficoides (L.) P.V.Heath,Indigenous
Cyperaceae,Tetraria,ferruginea,Accepted,,Indigenous; Endemic
Fabaceae,Erythrina,humeana,Accepted,,Indigenous
Asphodelaceae,Apicra,arachnoidea,Synonym,Haworthia arachnoidea (L.) Duval var. arachnoidea,Indigenous
Asteraceae,Relhania,fruticosa,Synonym,Oedera fruticosa (L.) N.G.Bergh,Indigenous; Endemic
Asteraceae,Zyrphelis,sp.,Genus level,,
Asteraceae,Othonna,lingua,misap,Othonna gymnodiscus (DC.) Sch.Bip.,
Fabaceae,Indigofera,pappei,Accepted,,Indigenous; Endemic
Malvaceae,Mahernia,cordata,Synonym,Hermannia cordata (E.Mey. ex E.Phillips) De Winter,Indigenous
Lycopodiaceae,Lycopodiella,caroliniana,Synonym,Pseudolycopodiella sarcocaulon (A.Braun & Welw. ex Kuhn) Holub,Indigenous
Acanthaceae,Petalidium,aromaticum,Inclusive,,Indigenous
Gleicheniaceae,Sticherus,sp.,Genus level,,
Fabaceae,Trigonella,hamosa,Synonym,Trigonella glabra Thunb.,Not indigenous; Naturalised
Asteraceae,Senecio,brevilorus,Accepted,,Indigenous; Endemic
Poaceae,Alopecurus,arundinaceus,Accepted,,Not indigenous; Naturalised
Ricciaceae,Riccia,elongata,Accepted,,Indigenous; Endemic
Rutaceae,Agathosma,florida,Accepted,,Indigenous; Endemic
Molluginaceae,Hypertelis,sp.,Genus level,,
Euphorbiaceae,Euphorbia,aspericaulis,Synonym,Euphorbia muricata Thunb.,Indigenous; Endemic
Apocynaceae,Orbea,irrorata,Synonym,Orbea verrucosa (Masson) L.C.Leach,Indigenous
Restionaceae,Ceratocaryum,argenteum,Accepted,,Indigenous; Endemic
Aizoaceae,Prenia,radicans,Synonym,Mesembryanthemum rhizophorum Klak,Indigenous; Endemic
Aizoaceae,Eberlanzia,ferox,Synonym,Ruschia intricata (N.E.Br.) H.E.K.Hartmann & Stuber,Present
Asteraceae,Ifloga,setulosa,Synonym,Elytropappus hispidus (L.f.) Druce,Indigenous
Cyperaceae,Scirpus,filamentosus,Synonym,Bulbostylis filamentosa (Vahl) C.B.Clarke,Indigenous
Bignoniaceae,Catalpa,speciosa,Accepted,,Not indigenous; Cultivated; Naturalised
Pottiaceae,Barbula,microcalycina,Accepted,,Indigenous
Scrophulariaceae,Diascia,avasmontana,Synonym,Chaenostoma patrioticum (Hiern) Kornhall,
Hypoxidaceae,Hypoxis,villosa,Accepted,,Indigenous
Acanthaceae,Dilivaria,horrida,Synonym,Acanthopsis horrida (Nees) Nees,Indigenous
Aizoaceae,Dinteranthus,vanzylii,Accepted,,Indigenous; Endemic
Urticaceae,Urtica,urens,Accepted,,Not indigenous; Naturalised; Invasive
Iridaceae,Dietes,sp.,Genus level,,
Leucobryaceae,Leucobryum,rehmannii,Accepted,,Indigenous; Endemic
Aizoaceae,Trichodiadema,rupicola,Accepted,,Indigenous; Endemic
Pylaisiadelphaceae,Isopterygium,leucopsis,Accepted,,Indigenous; Endemic
Aizoaceae,Drosanthemum,ecclesianum,Accepted,,Indigenous; Endemic
Campanulaceae,Prismatocarpus,lycioides,Accepted,,Indigenous; Endemic
Dioscoreaceae,Dioscorea,stipulosa,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,schoemanii,Synonym,Haworthiopsis granulata (Marloth) G.D.Rowley,Indigenous; Endemic
Amaryllidaceae,Strumaria,merxmuelleriana,Accepted,,Indigenous; Endemic
Aizoaceae,Lampranthus,elegans,Accepted,,Indigenous; Endemic
Rhabdoweisiaceae,Dicranoweisia,antarctica,Accepted,,Indigenous
Asparagaceae,Asparagus,asparagoides,Accepted,,Indigenous
Polygonaceae,Emex,sp.,Genus level,,
Melastomataceae,Dissotis,canescens,Accepted,,Indigenous
Orchidaceae,Disa,vigilans,Accepted,,Indigenous; Endemic
Gentianaceae,Chironia,linoides,Accepted,,Indigenous; Endemic
Apocynaceae,Vincetoxicum,anomalum,Accepted,,Indigenous
Ericaceae,Erica,viscaria,Synonym,Erica viscaria L.,Indigenous
Asteraceae,Berkheya,buphthalmoides,Accepted,,Indigenous
Fabaceae,Cyclopia,subternata,Synonym,Cyclopia laxiflora Benth.,Indigenous
Orchidaceae,Disa,gladioliflora,Accepted,,Indigenous; Endemic
Scrophulariaceae,Polycarena,leipoldtii,Synonym,Polycarena rariflora Benth.,Indigenous
Cyperaceae,Courtoisina,cyperoides,Synonym,Cyperus pseudokyllingioides Kuk.,Indigenous
Iridaceae,Geissorhiza,tulbaghensis,Accepted,,Indigenous; Endemic
Aizoaceae,Erepsia,levis,Synonym,Erepsia gracilis (Haw.) L.Bolus,Indigenous
Fabaceae,Calliandra,redacta,Synonym,Afrocalliandra redacta (J.H.Ross) E.R.Souza & L.P.Queiroz,Indigenous; Endemic
Hyacinthaceae,Lachenalia,sp.,Genus level,,
Lobeliaceae,Cyphia,volubilis,Synonym,Cyphia banksiana (E.Wimm.) E.B.Knox,Indigenous; Endemic
Aizoaceae,Conophytum,pageae,Synonym,Conophytum pageae (N.E.Br.) N.E.Br.,Present
Fabaceae,Indigofera,colutea,Accepted,,Indigenous
Fabaceae,Acacia,pennata,Synonym,Senegalia brevispica (Harms) Seigler & Ebinger subsp. dregeana (Benth.) Kyal. & Boatwr.,Indigenous
Apiaceae,Alepidea,baurii,Synonym,Alepidea natalensis J.M.Wood & M.S.Evans,Indigenous
Anacardiaceae,Searsia,maricoana,Accepted,,Indigenous; Endemic
Aizoaceae,Argyroderma,testiculare,Accepted,,Indigenous; Endemic
Isoetaceae,Isoetes,aequinoctialis,Accepted,,Indigenous
Cyperaceae,Abildgaardia,triflora,Accepted,,Indigenous
Fabaceae,Psoralea,decumbens,Synonym,Otholobium mundianum (Eckl. & Zeyh.) C.H.Stirt.,
Hyacinthaceae,Dipcadi,setosum,Synonym,Dipcadi ciliare (Eckl. & Zeyh. ex Harv.) Baker,Indigenous
Fabaceae,Aspalathus,wittebergensis,Accepted,,Indigenous; Endemic
Rutaceae,Diosma,prama,Accepted,,Indigenous; Endemic
Rutaceae,Acmadenia,teretifolia,Accepted,,Indigenous; Endemic
Pteridaceae,Cheilanthes,hirta,Inclusive,,Indigenous
Scrophulariaceae,Pseudoselago,serrata,Accepted,,Indigenous; Endemic
Aizoaceae,Enarganthe,sp.,Genus level,,
Solanaceae,Lycium,pumilum,Accepted,,Indigenous
Aizoaceae,Mestoklema,copiosum,Accepted,,Indigenous; Endemic
Euphorbiaceae,Euphorbia,tuberculata,Synonym,Euphorbia caput-medusae L.,Indigenous
Brassicaceae,Sisymbrium,thellungii,Synonym,Erucastrum austroafricanum Al-Shehbaz & Warwick,Indigenous
Iridaceae,Watsonia,elsiae,Accepted,,Indigenous; Endemic
Acanthaceae,Ruspolia,australis,Accepted,,Indigenous
Asteraceae,Arctotis,scabra,Accepted,,Indigenous; Endemic
Boraginaceae,Heliotropium,hereroense,Accepted,,Indigenous
Myrtaceae,Myrtus,communis,Accepted,,Not indigenous; Naturalised
Scrophulariaceae,Selago,multiflora,Accepted,,Indigenous; Endemic
Colchicaceae,Colchicum,circinatum,Accepted,,Indigenous; Endemic
Restionaceae,Elegia,galpinii,Accepted,,Indigenous; Endemic
Amaranthaceae,Aerva,sp.,Genus level,,
Iridaceae,Babiana,noctiflora,Accepted,,Indigenous; Endemic
Aizoaceae,Arenifera,pillansii,Accepted,,Indigenous; Endemic
Restionaceae,Restio,curviramis,Accepted,,Indigenous; Endemic
Phyllanthaceae,Flueggea,virosa,Accepted,,Indigenous
Asteraceae,Dicoma,anomala,Accepted,,Indigenous
Euphorbiaceae,Schinziophyton,sp.,Genus level,,
Iridaceae,Watsonia,lepida,Accepted,,Indigenous
Asphodelaceae,Astroloba,congesta,Accepted,,Indigenous; Endemic
Hyacinthaceae,Massonia,jasminiflora,Accepted,,Indigenous
Bryaceae,Bryum,radiculosum,Accepted,,Indigenous
Cyperaceae,Schoenus,crassus,Accepted,,Indigenous; Endemic
Cyperaceae,Schoenoplectus,corymbosus,Synonym,Schoenoplectus brachyceras (Hochst. ex A.Rich.) Lye,Present
Aizoaceae,Acrodon,leptophyllus,Synonym,Acrodon subulatus (Mill.) N.E.Br.,Present
Asteraceae,Vernonia,umbratica,Synonym,"Cyanthillium wollastonii (S.Moore) H.Rob., Skvarla & V.A.Funk",Indigenous
Linderniaceae,Linderniella,nana,Accepted,,Indigenous
Fabaceae,Aspalathus,campestris,Accepted,,Indigenous; Endemic
Campanulaceae,Prismatocarpus,pedunculatus,Accepted,,Indigenous; Endemic
Asteraceae,Alciope,lanata,Synonym,Capelio tomentosa (Burm.f.) B.Nord.,Indigenous
Polygalaceae,Muraltia,aspalatha,Accepted,,Indigenous; Endemic
Asteraceae,Taraxacum,bessarabicum,Accepted,,Not indigenous; Naturalised
Cyperaceae,Capeobolus,sp.,Genus level,,
Ericaceae,Erica,unicolor,Accepted,,Indigenous; Endemic
Asteraceae,Aster,outeniquae,Synonym,Zyrphelis outeniquae (Fourc.) Zinnecker,Indigenous
Catagoniaceae,Catagonium,nitens,Inclusive,,Indigenous
Crassulaceae,Cotyledon,marianiae,Synonym,Adromischus marianiae (Marloth) A.Berger,Indigenous
Geraniaceae,Pelargonium,multicaule,Accepted,,Indigenous; Endemic
Restionaceae,Restio,strictus,Accepted,,Indigenous; Endemic
Hyacinthaceae,Drimia,multifolia,Accepted,,Indigenous; Endemic
Aizoaceae,Cleretum,lyratifolium,Accepted,,Indigenous; Endemic
Plantaginaceae,Plantago,crassifolia,Inclusive,,Indigenous
Campanulaceae,Campanula,tenella,Synonym,Wahlenbergia tenella (L.f.) Lammers var. tenella,Indigenous
Fabaceae,Aspalathus,grandiflora,Accepted,,Indigenous; Endemic
Iridaceae,Moraea,parviflora,Synonym,Moraea natalensis Baker,Indigenous
Boraginaceae,Wigandia,caracasana,Synonym,Wigandia urens (Ruiz & Pav.) Kunth var. caracasana (Kunth) D.N.Gibson,Not indigenous; Naturalised; Invasive
Asteraceae,Relhania,viscosa,Synonym,Oedera viscosa (L'Her.) Anderb. & K.Bremer,Indigenous
Euphorbiaceae,Erythrococca,sp.,Genus level,,
Aizoaceae,Dicrocaulon,spissum,Accepted,,Indigenous; Endemic
Fabaceae,Lotononis,elongata,Accepted,,Indigenous; Endemic
Asteraceae,Webbia,elaeagnoides,Synonym,Hilliardiella elaeagnoides (DC.) Swelank. & J.C.Manning,Indigenous
Apocynaceae,Kanahia,laniflora,Accepted,,Indigenous
Solanaceae,Solanum,wilmsii,Synonym,Solanum sodomaeodes Kuntze,Indigenous
Orchidaceae,Habenaria,kraenzliniana,Accepted,,Indigenous; Endemic
Orchidaceae,Disa,inflexa,Accepted,,Indigenous; Endemic
Onagraceae,Oenothera,villosa,Accepted,,Not indigenous; Naturalised; Invasive
Asteraceae,Helichrysum,tenuifolium,Accepted,,Indigenous; Endemic
Proteaceae,Leucospermum,obtusatum,Synonym,Vexatorella obtusata (Thunb.) Rourke subsp. albomontana (Rourke) Rourke,Indigenous; Endemic
Aizoaceae,Ruschia,luckhoffii,Synonym,Antimima luckhoffii (L.Bolus) H.E.K.Hartmann,Present
Fabaceae,Aspalathus,rostrata,Accepted,,Indigenous; Endemic
